CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL5932	101386	LIM domain kinase 2	P53671	SINGLE PROTEIN	Homo sapiens	335	386
CHEMBL5998	102657	Estradiol 17-beta-dehydrogenase 12	Q53GQ0	SINGLE PROTEIN	Homo sapiens	10	17
CHEMBL1075254	102961	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	O52327	SINGLE PROTEIN	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1	1
CHEMBL1741201	103997	Hexokinase	Q38C41	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	191	193
CHEMBL2095186	104770	Sodium/potassium-transporting ATPase	P05023, P05026, P13637, P14415, P50993, P54709, P54710, Q13733	PROTEIN COMPLEX GROUP	Homo sapiens	282	318
CHEMBL2016429	104507	Ubiquitin-like modifier-activating enzyme 5	Q9GZZ9	SINGLE PROTEIN	Homo sapiens	22	22
CHEMBL2095220	104796	Phosphodiesterases; PDE5 & PDE6	O43924, O76074, P16499, P18545, P35913, P51160, Q13956	SELECTIVITY GROUP	Homo sapiens	101	103
CHEMBL2111472	104999	Cytochrome P450 3A4/3A5	P08684, P20815	PROTEIN FAMILY	Homo sapiens	64	81
CHEMBL3390820	109545	PARP 1, 2 and 3	P09874, Q9UGN5, Q9Y6F1	PROTEIN FAMILY	Homo sapiens	96	151
CHEMBL3325307	109466	Eukaryotic elongation factor 2 kinase	P70531	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3334418	109479	Phosphoglycerate mutase 1	P18669	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL3341578	109492	ATP-dependent Clp protease proteolytic subunit	P0A6G7	SINGLE PROTEIN	Escherichia coli (strain K12)	6	8
CHEMBL3509599	109688	Cytochrome P450 4F6	P51871	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL3308938	109222	Beta-lactamase	Q670S6	SINGLE PROTEIN	Pseudomonas luteola	11	29
CHEMBL3308952	109238	Pro-cathepsin H	P00786	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL3309004	109140	1-acyl-sn-glycerol-3-phosphate acyltransferase	P26647	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309016	109154	Guanylate kinase	P60546	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2242736	105526	3-ketoacyl-CoA synthase 17	Q5XEP9	SINGLE PROTEIN	Arabidopsis thaliana	12	12
CHEMBL2362982	105694	Phosphoglycerate kinase	Q4GZG4	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	480	480
CHEMBL2146294	105122	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	Q6PE15	SINGLE PROTEIN	Mus musculus	10	11
CHEMBL2146303	105131	Methionyl-tRNA synthetase, putative	Q38C91	SINGLE PROTEIN	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	248	498
CHEMBL2417353	107646	Serine/threonine-protein kinase Nek8	Q86SG6	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL3120042	108040	Tartrate-resistant acid phosphatase type 5	Q05117	SINGLE PROTEIN	Mus musculus	6	24
CHEMBL3120043	108041	Seed linoleate 9S-lipoxygenase	P24095	SINGLE PROTEIN	Glycine max	8	11
CHEMBL3137267	108123	PKC alpha and beta-2	P05771, P17252	PROTEIN FAMILY	Homo sapiens	2	3
CHEMBL3137284	108140	MER intracellular domain/EGFR extracellular domain chimera	P00533, Q12866	CHIMERIC PROTEIN	Homo sapiens	2	2
CHEMBL2346485	105673	Streptokinase	P96471	SINGLE PROTEIN	Streptococcus pyogenes	55	121
CHEMBL2354204	105683	Bacterial penicillin-binding protein	P02918, P02919, P08506, P0AD65, P0AD68, P0AEB2, P24228	PROTEIN FAMILY	Bacteria	0	0
CHEMBL2362989	105701	DNA topoisomerase I, mitochondrial	Q969P6	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2362993	105705	Dihydropteroate synthase 1	P0C0X1	SINGLE PROTEIN	Mycobacterium leprae (strain TN)	0	0
CHEMBL3309031	109169	tRNA(Ile)-lysidine synthase	P52097	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309051	109192	Lipoprotein lipase	P11152	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3309054	109196	Phospholipase D1	Q9Z280	SINGLE PROTEIN	Mus musculus	5	22
CHEMBL2157851	105197	Ubiquitin carboxyl-terminal hydrolase 47	Q96K76	SINGLE PROTEIN	Homo sapiens	14	15
CHEMBL2157858	105204	Dual specificity protein phosphatase 2	Q05923	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2189126	105456	Calcium-independent phospholipase A2-gamma	Q9NP80	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2189127	105457	Monoacylglycerol lipase ABHD6	Q9BV23	SINGLE PROTEIN	Homo sapiens	114	178
CHEMBL2366485	106629	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	Q007T0	SINGLE PROTEIN	Sus scrofa	4	4
CHEMBL2366557	106701	Photosystem Q(B) protein	Q9XQA6	SINGLE PROTEIN	Poa annua	4	12
CHEMBL2242738	105528	Probable 3-ketoacyl-CoA synthase 2	O65677	SINGLE PROTEIN	Arabidopsis thaliana	12	12
CHEMBL2242742	105532	1-aminocyclopropane-1-carboxylate synthase 5	Q37001	SINGLE PROTEIN	Arabidopsis thaliana	4	6
CHEMBL2146344	105171	Neutral ceramidase	Q9JHE3	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL2311227	105580	Putative glycogen synthase kinase	Q4QE15	SINGLE PROTEIN	Leishmania major	6	6
CHEMBL2311243	105596	D-3-phosphoglycerate dehydrogenase	O43175	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3137292	108148	Inorganic pyrophosphatase	P9WI55	SINGLE PROTEIN	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	24	34
CHEMBL2366499	106643	Ketol-acid reductoisomerase, chloroplastic	Q65XK0	SINGLE PROTEIN	Oryza sativa subsp. japonica	16	16
CHEMBL2227489	105512	Catalase	P00432	SINGLE PROTEIN	Bos taurus	10	10
CHEMBL2295561	105560	Lactoperoxidase	P80025	SINGLE PROTEIN	Bos taurus	18	41
CHEMBL2366402	106546	Glutamine synthetase	A1YYP7	SINGLE PROTEIN	Spinacia oleracea	2	2
CHEMBL2366410	106554	Carboxylesterase	B3TNN2	SINGLE PROTEIN	Loxostege sticticalis	2	8
CHEMBL2233621	105518	Uracil phosphoribosyltransferase	P0A8F0	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2366565	106709	Glycogen synthase kinase-3	B2LUN4, I6LNT8	PROTEIN FAMILY	Sus scrofa	25	25
CHEMBL2366469	106613	Glutamate--cysteine ligase catalytic subunit	P19468	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2366488	106632	D-alanine--D-alanine ligase	Q1CTD3	SINGLE PROTEIN	Helicobacter pylori (strain HPAG1)	2	5
CHEMBL2366505	106649	Integrase	Q76353	SINGLE PROTEIN	Human immunodeficiency virus 1	2811	4846
CHEMBL2366516	106660	Reverse transcriptase	Q9WKE8	SINGLE PROTEIN	Human immunodeficiency virus 1	2869	4149
CHEMBL2150834	105185	DNA topoisomerase type IB small subunit	Q95Z89	SINGLE PROTEIN	Leishmania major	4	8
CHEMBL2331051	105647	Palmitoyl-protein thioesterase 1	P50897	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2331059	105655	Delta(24)-sterol reductase	Q15392	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL2331066	105662	Beta-secretase 2	Q6IE75	SINGLE PROTEIN	Rattus norvegicus	12	15
CHEMBL2331067	105663	Alkaline ceramidase 2	Q5QJU3	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3351186	109510	Threonine--tRNA ligase, mitochondrial	Q9BW92	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3351187	109511	Coagulation factor VII	P98139	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL3351194	109518	Alkaline ceramidase 1	Q8TDN7	SINGLE PROTEIN	Homo sapiens	2	5
CHEMBL3313837	109451	Xanthine dehydrogenase	O54050	SINGLE PROTEIN	Rhodobacter capsulatus	1	1
CHEMBL2362994	105706	DNA polymerase/reverse transcriptase	Q9IF40	SINGLE PROTEIN	Hepatitis B virus	0	0
CHEMBL3317333	109454	Ubiquitin-like domain-containing CTD phosphatase 1	Q8WVY7	SINGLE PROTEIN	Homo sapiens	10	13
CHEMBL3399911	109567	Cystathionine beta-synthase	P35520	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL3425392	109613	Pyridoxal phosphate phosphatase	P60487	SINGLE PROTEIN	Mus musculus	4	68
CHEMBL3307222	108436	Leucine-tRNA ligase	F2SF18	SINGLE PROTEIN	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete'sfoot fungus)	0	0
CHEMBL3112374	108022	Alkaline phosphatase, placental-like	P24823	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3112382	108030	Penicillin-binding protein 4	P40750	SINGLE PROTEIN	Bacillus subtilis (strain 168)	2	2
CHEMBL3414412	109595	Endoplasmic reticulum aminopeptidase 1	Q9EQH2	SINGLE PROTEIN	Mus musculus	4	7
CHEMBL3414418	109601	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	P30038	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3414419	109602	Cytosolic 10-formyltetrahydrofolate dehydrogenase	P28037	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3562163	109759	Endochitinase	P29030	SINGLE PROTEIN	Brugia malayi	5	5
CHEMBL3562179	109775	Beta-lactamase	G8A3U3	SINGLE PROTEIN	Enterobacter cloacae	1	1
CHEMBL3627589	109911	DNA gyrase subunit B	C3SLN3	SINGLE PROTEIN	Escherichia coli	23	26
CHEMBL3627590	109912	AKT kinase-transforming protein	P31748	SINGLE PROTEIN	AKT8 murine leukemia virus	1	1
CHEMBL3627594	109916	Catalase	P04040	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL2321622	105611	Ubiquitin-like modifier-activating enzyme 6	A0AVT1	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2321641	105630	Steroid Delta-isomerase	P07445	SINGLE PROTEIN	Pseudomonas putida	6	8
CHEMBL3638350	109955	Collagenase 3	P33435	SINGLE PROTEIN	Mus musculus	97	194
CHEMBL3638362	109967	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	Q11205	SINGLE PROTEIN	Rattus norvegicus	16	32
CHEMBL5156	101091	Neutrophil elastase	Q3UP87	SINGLE PROTEIN	Mus musculus	11	15
CHEMBL3711550	113511	Beta-adrenergic receptor kinase 1	P21146	SINGLE PROTEIN	Bos taurus	6	6
CHEMBL3826869	116828	Sphingosine-1-phosphate lyase 1	Q8CHN6	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3826870	116829	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	Q64610	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3826871	116830	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	Q9R1E6	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL3751649	116706	Threonine--tRNA ligase, cytoplasmic	Q9D0R2	SINGLE PROTEIN	Mus musculus	1	11
CHEMBL3813586	116799	Dehydrosqualene desaturase	O07855	SINGLE PROTEIN	Staphylococcus aureus (strain Newman)	42	51
CHEMBL3734646	116686	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Q2T1B6	SINGLE PROTEIN	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP106301 / E264)	21	63
CHEMBL3804750	116792	Testis-specific serine/threonine-protein kinase 1	Q61241	SINGLE PROTEIN	Mus musculus	2	3
CHEMBL3745587	116697	Suppressor of tumorigenicity 14 protein homolog	P56677	SINGLE PROTEIN	Mus musculus	12	12
CHEMBL3988630	117284	Cytochrome P450 11B	P15393, P30099	PROTEIN FAMILY	Rattus norvegicus	409	409
CHEMBL3832646	116894	fructose-2,6-bisphosphatase 3/4	Q16875, Q16877	PROTEIN COMPLEX	Homo sapiens	28	29
CHEMBL3885527	117071	Thymidylate synthase/AICAR transformylase	P04818, P31939	PROTEIN FAMILY	Homo sapiens	2	2
CHEMBL3885552	117096	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	P24385, P24941	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3885564	117108	Dipeptidyl peptidase 8/9	Q6V1X1, Q86TI2	PROTEIN FAMILY	Homo sapiens	11	11
CHEMBL3885630	117174	Ras and Rab interactor 1/Tyrosine-protein kinase ABL1	P00519, Q13671	PROTEIN-PROTEIN INTERACTION	Homo sapiens	230	230
CHEMBL3883323	117036	Cyclin-C/Cyclin-dependent kinase 19	P24863, Q9BWU1	PROTEIN COMPLEX	Homo sapiens	60	65
CHEMBL3883328	117041	Casein kinase II alpha'/ beta	P19784, P67870	PROTEIN COMPLEX	Homo sapiens	87	89
CHEMBL3879828	116953	Fumarate reductase	F1KRD8	SINGLE PROTEIN	Ascaris suum	7	7
CHEMBL3879833	116958	Dipeptidyl peptidase 1	O97578	SINGLE PROTEIN	Canis lupus familiaris	1	1
CHEMBL3879846	116971	Thioredoxin reductase	C4LW95	SINGLE PROTEIN	Entamoeba histolytica	18	18
CHEMBL3988593	117253	S-methyl-5'-thioinosine phosphorylase	Q9HZK1	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 /JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	10	16
CHEMBL3988601	117261	Porphobilinogen deaminase	P08397	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3988608	117268	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	P20035	SINGLE PROTEIN	Plasmodium falciparum (isolate FCR-3 / Gambia)	25	25
CHEMBL3885666	117204	Penicillin-binding protein 2	Q53724	SINGLE PROTEIN	Staphylococcus aureus	3	3
CHEMBL3886123	117215	Thyrotropin-releasing hormone-degrading ectoenzyme	Q9UKU6	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2242	11283	Glutathione S-transferase Mu 3	P21266	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2250	11691	Tyrosine-protein kinase BLK	P51451	SINGLE PROTEIN	Homo sapiens	1413	2046
CHEMBL2254	12420	Peroxisomal sarcosine oxidase	Q9P0Z9	SINGLE PROTEIN	Homo sapiens	4	13
CHEMBL2276	12261	c-Jun N-terminal kinase 1	P45983	SINGLE PROTEIN	Homo sapiens	3182	4273
CHEMBL2303	12201	Asparagine synthetase	P49088	SINGLE PROTEIN	Rattus norvegicus	14	17
CHEMBL2306	12242	Glyoxylase 1	Q6P7Q4	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL2314	12609	L-xylulose reductase	Q7Z4W1	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL2329	10094	Dihydrofolate reductase	P22906	SINGLE PROTEIN	Candida albicans	202	308
CHEMBL2335	10331	Lysosomal Pro-X carboxypeptidase	P42785	SINGLE PROTEIN	Homo sapiens	480	599
CHEMBL2339	12891	Cytochrome P450 7A1	P18125	SINGLE PROTEIN	Rattus norvegicus	3	4
CHEMBL2349	12735	Phosphorylase kinase gamma subunit 2	P15735	SINGLE PROTEIN	Homo sapiens	1280	1907
CHEMBL2403	11620	Thioredoxin reductase 2	Q9NNW7	SINGLE PROTEIN	Homo sapiens	1	4
CHEMBL2440	10568	Myeloperoxidase	P11247	SINGLE PROTEIN	Mus musculus	5	8
CHEMBL2447	10087	Deoxycytidine kinase	P27707	SINGLE PROTEIN	Homo sapiens	140	287
CHEMBL2480	10297	Tyrosine-protein kinase LCK	P06240	SINGLE PROTEIN	Mus musculus	161	193
CHEMBL2546	11321	Heme oxygenase 2	P30519	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2581	10003	Cathepsin D	P07339	SINGLE PROTEIN	Homo sapiens	2480	3150
CHEMBL1812	77	Pancreatic lipase	P16233	SINGLE PROTEIN	Homo sapiens	83	114
CHEMBL1840	46	Penicillin-binding protein 2	P0AD65	SINGLE PROTEIN	Escherichia coli K-12	10	10
CHEMBL1852	10	DNA-directed RNA polymerase beta chain	P0A8V2	SINGLE PROTEIN	Escherichia coli K-12	55	70
CHEMBL1862	8	Tyrosine-protein kinase ABL	P00519	SINGLE PROTEIN	Homo sapiens	4461	12817
CHEMBL1868	10979	Vascular endothelial growth factor receptor 1	P17948	SINGLE PROTEIN	Homo sapiens	3781	5681
CHEMBL1873	11399	Tissue-type plasminogen activator	P00750	SINGLE PROTEIN	Homo sapiens	892	994
CHEMBL1888	122	Squalene monooxygenase	P32476	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	20
CHEMBL1930	224	Vitamin k epoxide reductase complex subunit 1 isoform 1	Q9BQB6	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL1935	30	Aldehyde dehydrogenase	P05091	SINGLE PROTEIN	Homo sapiens	190	353
CHEMBL1956	45	D-alanylalanine synthetase	P07862	SINGLE PROTEIN	Escherichia coli K-12	5	7
CHEMBL2012	19910	Vitamin K-dependent gamma-carboxylase	P38435	SINGLE PROTEIN	Homo sapiens	12	28
CHEMBL2026	10027	Beta-lactamase AmpC	P00811	SINGLE PROTEIN	Escherichia coli K-12	61955	62401
CHEMBL248	235	Leukocyte elastase	P08246	SINGLE PROTEIN	Homo sapiens	4713	7575
CHEMBL2042	18077	1,3-beta-glucan synthase	Q9P8N8	SINGLE PROTEIN	Candida glabrata	17	17
CHEMBL2051	21	Neuraminidase	P03468	SINGLE PROTEIN	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	407	759
CHEMBL2081	10158	Glutathione S-transferase Mu 1	P09488	SINGLE PROTEIN	Homo sapiens	45	57
CHEMBL2073	18033	Tyrosine-protein kinase YES	P07947	SINGLE PROTEIN	Homo sapiens	1482	2205
CHEMBL2109	10478	Dual specificity mitogen-activated protein kinase kinase 3	P46734	SINGLE PROTEIN	Homo sapiens	145	184
CHEMBL2141	11367	Glutathione S-transferase theta 1	P30711	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL2148	10849	Tyrosine-protein kinase JAK3	P52333	SINGLE PROTEIN	Homo sapiens	4942	7121
CHEMBL2216	10252	Carbonic anhydrase VII	Q9ERQ8	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL2218	11497	Galactocerebrosidase	P54818	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2232	11126	Subtilisin/kexin type 7	Q16549	SINGLE PROTEIN	Homo sapiens	20	32
CHEMBL3110	19659	Arabinose 5-phosphate isomerase	Q8ZLS1	SINGLE PROTEIN	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	36	40
CHEMBL3114	12200	Sucrase-isomaltase	P23739	SINGLE PROTEIN	Rattus norvegicus	362	754
CHEMBL3126	10794	Porphobilinogen synthase	P13716	SINGLE PROTEIN	Homo sapiens	40	58
CHEMBL3137	12220	Methylenetetrahydrofolate dehydrogenase	Q922D8	SINGLE PROTEIN	Mus musculus	2	4
CHEMBL3146	11754	Fucosyltransferase 5	Q11128	SINGLE PROTEIN	Homo sapiens	10	13
CHEMBL3167	10155	Serum paraoxonase/arylesterase 1	P27169	SINGLE PROTEIN	Homo sapiens	65	92
CHEMBL3178	11502	Protein-tyrosine sulfotransferase 2	O60704	SINGLE PROTEIN	Homo sapiens	20	23
CHEMBL3185	12266	PI4-kinase alpha subunit	O02811	SINGLE PROTEIN	Bos taurus	19	19
CHEMBL3188	12330	Methionine synthase	A6H5Y3	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3211	12856	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	Q02734	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL3214	12230	Beta-1,4-galactosyltransferase 1	P08037	SINGLE PROTEIN	Bos taurus	33	54
CHEMBL3229	11289	Anandamide amidohydrolase	P97612	SINGLE PROTEIN	Rattus norvegicus	2324	3518
CHEMBL3238	10765	Carnitine palmitoyltransferase 2	P23786	SINGLE PROTEIN	Homo sapiens	498	510
CHEMBL3254	10709	Monoamine oxidase A	P21398	SINGLE PROTEIN	Bos taurus	441	479
CHEMBL3265	12897	Amine oxidase, copper containing	Q9TTK6	SINGLE PROTEIN	Bos taurus	38	40
CHEMBL3284	11578	Alcohol dehydrogenase beta chain	P00325	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL3285	11579	Alcohol dehydrogenase gamma chain	P00326	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL2606	10975	Thymidine phosphorylase	Q99N42	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2615	11226	Renin	P06281	SINGLE PROTEIN	Mus musculus	8	8
CHEMBL2641	10854	Kallikrein 14	Q9P0G3	SINGLE PROTEIN	Homo sapiens	35	57
CHEMBL2656	10993	Creatine kinase M	P06732	SINGLE PROTEIN	Homo sapiens	21	24
CHEMBL2673	17143	ADAMTS5	Q9TT92	SINGLE PROTEIN	Bos taurus	2	3
CHEMBL2728	17050	Beta-glucuronidase	P08236	SINGLE PROTEIN	Homo sapiens	154	189
CHEMBL2777	12037	myosin light chain kinase 2	Q9H1R3	SINGLE PROTEIN	Homo sapiens	150	221
CHEMBL2794	10881	Poly [ADP-ribose] polymerase-2	O88554	SINGLE PROTEIN	Mus musculus	39	44
CHEMBL2796	10888	Lactotransferrin	P24627	SINGLE PROTEIN	Bos taurus	7	7
CHEMBL2803	12214	Tyrosine-protein kinase ZAP-70	P43403	SINGLE PROTEIN	Homo sapiens	1228	1899
CHEMBL2834	11732	Protein tyrosine phosphatase receptor type F	Q64604	SINGLE PROTEIN	Rattus norvegicus	7	9
CHEMBL2840	11460	Ornithine decarboxylase	P00860	SINGLE PROTEIN	Mus musculus	138	263
CHEMBL2841	11462	DOPA decarboxylase	P80041	SINGLE PROTEIN	Sus scrofa	8	14
CHEMBL2886	10152	Phosphoglycerate kinase 1	P00558	SINGLE PROTEIN	Homo sapiens	91	91
CHEMBL2918	10207	cAMP-dependent protein kinase beta-1 catalytic subunit	P22694	SINGLE PROTEIN	Homo sapiens	121	161
CHEMBL2935	17096	Purine nucleoside phosphorylase	P55859	SINGLE PROTEIN	Bos taurus	84	308
CHEMBL335	13061	Protein-tyrosine phosphatase 1B	P18031	SINGLE PROTEIN	Homo sapiens	4228	6257
CHEMBL2942	19674	N-acetyllactosaminide alpha-1,3-galactosyltransferase	P50127	SINGLE PROTEIN	Sus scrofa	11	11
CHEMBL2943	11770	Gamma-glutamyltranspeptidase 1	P07314	SINGLE PROTEIN	Rattus norvegicus	14	36
CHEMBL2971	10938	Tyrosine-protein kinase JAK2	O60674	SINGLE PROTEIN	Homo sapiens	7916	11724
CHEMBL2977	13031	Cyclooxygenase-2	P35355	SINGLE PROTEIN	Rattus norvegicus	125	151
CHEMBL3024	10907	Serine/threonine-protein kinase PLK1	P53350	SINGLE PROTEIN	Homo sapiens	26127	27212
CHEMBL3034	10496	Cathepsin K	O35186	SINGLE PROTEIN	Rattus norvegicus	51	52
CHEMBL3050	12127	Monoamine oxidase B	Q8BW75	SINGLE PROTEIN	Mus musculus	270	324
CHEMBL3077	10745	Phenylalanine-4-hydroxylase	P04176	SINGLE PROTEIN	Rattus norvegicus	23	37
CHEMBL3078	10747	Thrombin	P18292	SINGLE PROTEIN	Rattus norvegicus	60	126
CHEMBL3080	10754	Chitinase 1	Q13231	SINGLE PROTEIN	Homo sapiens	5	9
CHEMBL3807	10258	T-cell protein-tyrosine phosphatase	P17706	SINGLE PROTEIN	Homo sapiens	792	871
CHEMBL3809	12275	Nitric-oxide synthase, endothelial	Q28969	SINGLE PROTEIN	Sus scrofa	57	72
CHEMBL3811	14000	Estrogen sulfotransferase	Q95MF8	SINGLE PROTEIN	Sus scrofa	10	10
CHEMBL3820	20095	Hexokinase type IV	P35557	SINGLE PROTEIN	Homo sapiens	1175	2458
CHEMBL3821	20096	Cysteine proteinase B	P36400	SINGLE PROTEIN	Leishmania mexicana	4	4
CHEMBL3825	19657	Penicillin-binding protein 2	Q53729	SINGLE PROTEIN	Staphylococcus aureus	34	54
CHEMBL3848	12475	Receptor protein-tyrosine kinase erbB-2	P06494	SINGLE PROTEIN	Rattus norvegicus	13	14
CHEMBL3855	10149	UDP-3-O-acyl-GlcNAc deacetylase	P47205	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	295	534
CHEMBL3858	10764	Carnitine palmitoyltransferase 1A	P32198	SINGLE PROTEIN	Rattus norvegicus	522	530
CHEMBL3864	11523	Protein-tyrosine phosphatase 2C	Q06124	SINGLE PROTEIN	Homo sapiens	941	1359
CHEMBL3869	11154	Matrix metalloproteinase 14	P50281	SINGLE PROTEIN	Homo sapiens	1152	1423
CHEMBL3871	12051	Aldehyde reductase	P51635	SINGLE PROTEIN	Rattus norvegicus	63	100
CHEMBL3919	12274	Potassium-transporting ATPase alpha chain 1	P19156	SINGLE PROTEIN	Sus scrofa	64	69
CHEMBL3308	12013	Caspase-6	P55212	SINGLE PROTEIN	Homo sapiens	1083	1198
CHEMBL3314	10081	Alpha-chymotrypsin	P00766	SINGLE PROTEIN	Bos taurus	574	714
CHEMBL3317	100674	5-lipoxygenase	O49150	SINGLE PROTEIN	Solanum tuberosum	32	33
CHEMBL3329	100582	Sortase B	A0A181EIT2	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus N315	1	1
CHEMBL3332	17024	ADAM17	O77636	SINGLE PROTEIN	Sus scrofa	371	396
CHEMBL3385	11639	MAP kinase ERK1	P27361	SINGLE PROTEIN	Homo sapiens	2250	3939
CHEMBL3391	12399	Threonyl-tRNA synthetase	P26639	SINGLE PROTEIN	Homo sapiens	29	88
CHEMBL3471	12456	Human immunodeficiency virus type 1 integrase	Q7ZJM1	SINGLE PROTEIN	Human immunodeficiency virus 1	1535	3328
CHEMBL3486	100588	Dihydroorotate dehydrogenase	Q54A96	SINGLE PROTEIN	Plasmodium falciparum	611	798
CHEMBL3490	100610	11-beta-hydroxysteroid dehydrogenase 2	P51661	SINGLE PROTEIN	Mus musculus	355	369
CHEMBL3527	11258	Ribonucleoside-diphosphate reductase M2 chain	P11157	SINGLE PROTEIN	Mus musculus	1	6
CHEMBL3528	12908	Neutral sphingomyelinase	Q9ET64	SINGLE PROTEIN	Rattus norvegicus	32	35
CHEMBL3533	17108	Coagulation factor XII	P98140	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL3589	10185	Adenosine kinase	P55263	SINGLE PROTEIN	Homo sapiens	542	977
CHEMBL3629	10044	Casein kinase II alpha	P68400	SINGLE PROTEIN	Homo sapiens	2014	3139
CHEMBL3633	10877	Protein kinase C delta	P09215	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3695	100181	Serine/threonine-protein phosphatase	P03772	SINGLE PROTEIN	Enterobacteria phage lambda	23	23
CHEMBL3696	100197	Alpha-galactosidase	P06720	SINGLE PROTEIN	Escherichia coli K-12	10	10
CHEMBL3701	100198	Luciferase	Q01158	SINGLE PROTEIN	Luciola lateralis	45	58
CHEMBL3705	100122	Cytochrome P450 2A2	P15149	SINGLE PROTEIN	Rattus norvegicus	4	6
CHEMBL3720	12028	ATP-citrate synthase	P53396	SINGLE PROTEIN	Homo sapiens	57	67
