log_fl	modelname	target	optimizer	learning_rate	epoch	hidden1	hidden2	dropout	rotate	save_model	test_f1score	test_mcc	test_accuracy	test_precision	test_recall	test_tp	test_fp	test_tn	test_fn	test_threshold	val_auc	val_auprc	test_auc	test_auprc
convnetTop5Run_2382.out	CNNModel	CHEMBL1835	RMSprop	0.001	30	128	0	0.8	0	1	0.83	0.61	0.81	0.88	0.78	111	15	81	31	0.95	0.96	0.97	0.92	0.94
convnetTop5Run_1847.out	CNNModel	CHEMBL3710	adam	0.0005	30	256	0	0.6	0	1	0.88	0.76	0.88	0.87	0.9	87	13	81	10	0.23	0.99	0.99	0.95	0.96
convnetTop5Run_614.out	CNNModel	CHEMBL4588	adam	0.0001	30	256	0	0.6	0	1	0.72	0.43	0.7	0.84	0.63	129	24	103	76	0.33	0.79	0.79	0.82	0.87
convnetTop5Run_2619.out	CNNModel	CHEMBL2598	adam	0.0001	30	32	0	0.8	0	1	0.93	0.85	0.92	0.92	0.93	94	8	87	7	0.47	0.99	0.99	0.98	0.98
convnetTop5Run_3507.out	CNNModel	CHEMBL3202	adam	0.001	30	128	0	0.8	0	1	0.72	0.48	0.72	0.62	0.85	35	21	36	6	0.85	0.85	0.82	0.83	0.72
convnetTop5Run_1462.out	CNNModel	CHEMBL2147	RMSprop	0.0005	15	32	0	0.6	0	1	0.83	0.68	0.83	0.89	0.77	282	34	310	84	0.99	0.91	0.92	0.91	0.93
convnetTop5Run_166.out	CNNModel	CHEMBL6009	adam	0.0005	30	128	0	0.6	0	1	0.95	0.86	0.94	0.92	0.98	61	5	29	1	0.64	0.99	0.99	0.99	0.99
convnetTop5Run_3275.out	CNNModel	CHEMBL1957	adam	0.001	15	32	0	0.6	0	1	0.0	0.0	0.47	0.0	0.0	0	0	292	330	1.0	0.5	0.51	0.5	0.53
convnetTop5Run_3513.out	CNNModel	CHEMBL4427	adam	0.0005	30	128	0	0.8	0	1	0.81	0.63	0.81	0.84	0.79	59	11	59	16	1.0	0.94	0.94	0.89	0.88
convnetTop5Run_1304.out	CNNModel	CHEMBL223	adam	0.0005	15	32	0	0.6	0	1	0.89	0.8	0.9	0.92	0.86	172	14	222	29	0.47	0.93	0.92	0.96	0.95
convnetTop5Run_2625.out	CNNModel	CHEMBL267	adam	0.0001	30	256	0	0.6	0	1	0.8	0.61	0.8	0.85	0.75	380	68	389	124	0.64	0.86	0.86	0.88	0.89
convnetTop5Run_628.out	CNNModel	CHEMBL2039	RMSprop	0.0005	15	128	0	0.8	0	1	0.78	0.51	0.75	0.83	0.73	197	39	146	74	0.82	0.83	0.88	0.83	0.86
convnetTop5Run_3249.out	CNNModel	CHEMBL2409	adam	0.001	30	256	0	0.8	0	1	0.83	0.51	0.78	0.79	0.88	30	8	12	4	0.3	0.85	0.88	0.82	0.88
convnetTop5Run_2157.out	CNNModel	CHEMBL3223	adam	0.001	15	256	0	0.8	0	1	0.0	0.0	0.52	0.0	0.0	0	0	85	78	1.0	0.5	0.48	0.5	0.48
convnetTop5Run_2631.out	CNNModel	CHEMBL254	adam	0.0005	15	128	0	0.8	0	1	0.82	0.49	0.77	0.81	0.82	99	23	46	21	0.49	0.89	0.9	0.84	0.9
convnetTop5Run_2180.out	CNNModel	CHEMBL4354	adam	0.0005	15	256	0	0.6	0	1	0.88	0.75	0.88	0.88	0.88	170	24	168	24	0.33	0.95	0.95	0.93	0.89
convnetTop5Run_1489.out	CNNModel	CHEMBL4652	adam	0.001	30	128	0	0.8	0	1	0.97	0.93	0.96	0.97	0.97	29	1	26	1	0.95	1.0	1.0	0.98	0.98
convnetTop5Run_2194.out	CNNModel	CHEMBL3816	adam	0.0005	30	32	0	0.6	0	1	0.9	0.81	0.9	0.97	0.84	32	1	31	6	0.69	0.81	0.86	0.96	0.97
convnetTop5Run_827.out	CNNModel	CHEMBL3229	adam	0.0005	30	256	0	0.8	0	1	0.64	0.17	0.57	0.78	0.54	31	9	16	26	0.62	0.65	0.81	0.6	0.73
convnetTop5Run_198.out	CNNModel	CHEMBL3067	adam	0.001	30	128	0	0.8	0	1	0.86	0.79	0.89	1.0	0.76	22	0	32	7	0.98	0.91	0.95	0.9	0.93
convnetTop5Run_832.out	CNNModel	CHEMBL4077	adam	0.001	15	256	0	0.8	0	1	0.87	0.75	0.88	0.88	0.87	45	6	47	7	0.4	0.93	0.94	0.94	0.89
convnetTop5Run_1488.out	CNNModel	CHEMBL4652	adam	0.0005	15	256	0	0.8	0	1	0.0	0.0	0.46	0.0	0.0	0	0	19	22	1.0	0.76	0.6	0.87	0.84
convnetTop5Run_2817.out	CNNModel	CHEMBL3587	adam	0.001	15	128	0	0.8	0	1	0.84	0.71	0.84	0.93	0.76	98	7	109	31	0.63	0.87	0.89	0.9	0.92
convnetTop5Run_3248.out	CNNModel	CHEMBL2409	adam	0.001	30	128	0	0.6	0	1	0.74	0.33	0.68	0.77	0.71	24	7	12	10	0.68	0.84	0.79	0.74	0.82
convnetTop5Run_629.out	CNNModel	CHEMBL2039	RMSprop	0.0005	30	256	0	0.8	0	1	0.84	0.54	0.79	0.82	0.86	247	55	111	39	0.34	0.8	0.82	0.86	0.91
convnetTop5Run_2142.out	CNNModel	CHEMBL3719	adam	0.001	15	32	0	0.8	0	1	0.87	0.65	0.84	0.82	0.93	28	6	13	2	0.23	0.93	0.97	0.95	0.97
convnetTop5Run_167.out	CNNModel	CHEMBL6009	adam	0.001	30	256	0	0.6	0	1	0.93	0.83	0.92	0.9	0.96	53	6	35	2	0.77	0.96	0.96	0.96	0.96
convnetTop5Run_1463.out	CNNModel	CHEMBL2147	RMSprop	0.0001	30	256	0	0.6	0	1	0.85	0.72	0.86	0.88	0.82	275	37	336	62	0.97	0.92	0.93	0.93	0.93
convnetTop5Run_1305.out	CNNModel	CHEMBL223	adam	0.001	15	256	0	0.6	0	1	0.87	0.76	0.88	0.9	0.85	180	20	194	32	0.95	0.93	0.94	0.93	0.93
convnetTop5Run_2618.out	CNNModel	CHEMBL2598	adam	0.001	30	32	0	0.8	0	1	0.95	0.91	0.95	0.98	0.93	88	2	91	7	1.0	0.99	0.99	0.99	0.99
convnetTop5Run_1311.out	CNNModel	CHEMBL2288	adam	0.001	30	32	0	0.8	0	1	0.4	0.37	0.61	1.0	0.25	7	0	26	21	0.97	0.73	0.8	0.81	0.82
convnetTop5Run_3260.out	CNNModel	CHEMBL326	adam	0.001	30	256	0	0.6	0	1	0.92	0.83	0.91	0.89	0.96	64	8	51	3	0.23	0.96	0.95	0.97	0.98
convnetTop5Run_1846.out	CNNModel	CHEMBL3710	adam	0.0005	15	32	0	0.6	0	1	0.91	0.79	0.89	0.87	0.94	82	12	61	5	0.46	0.96	0.96	0.95	0.97
convnetTop5Run_3089.out	CNNModel	CHEMBL3572	adam	0.0005	15	32	0	0.8	0	1	0.0	0.0	0.43	0.0	0.0	0	0	29	38	1.0	0.74	0.84	0.77	0.85
convnetTop5Run_2383.out	CNNModel	CHEMBL1835	RMSprop	0.0005	30	128	0	0.8	0	1	0.84	0.65	0.82	0.9	0.79	114	12	82	30	0.98	0.94	0.95	0.92	0.94
convnetTop5Run_1852.out	CNNModel	CHEMBL4566	adam	0.0005	15	128	0	0.8	0	1	0.88	0.74	0.87	0.87	0.9	146	22	119	17	0.31	0.92	0.91	0.94	0.94
convnetTop5Run_1885.out	CNNModel	CHEMBL1075104	adam	0.0005	15	32	0	0.6	0	1	0.84	0.7	0.85	0.85	0.83	110	19	126	23	0.89	0.92	0.92	0.91	0.92
convnetTop5Run_359.out	CNNModel	CHEMBL333	adam	0.0001	30	256	0	0.8	0	1	0.76	0.43	0.72	0.74	0.77	127	44	84	37	0.56	0.77	0.81	0.77	0.79
convnetTop5Run_1649.out	CNNModel	CHEMBL3474	adam	0.001	15	128	0	0.8	0	1	0.35	0.13	0.48	0.75	0.23	9	3	21	30	0.62	0.53	0.72	0.61	0.72
convnetTop5Run_2340.out	CNNModel	CHEMBL215	adam	0.0005	15	32	0	0.8	0	1	0.79	0.6	0.78	0.9	0.69	66	7	65	29	0.33	0.74	0.81	0.82	0.88
convnetTop5Run_403.out	CNNModel	CHEMBL2637	adam	0.0001	30	256	0	0.8	0	1	0.77	0.55	0.77	0.77	0.78	128	39	132	37	0.66	0.8	0.79	0.83	0.84
convnetTop5Run_1107.out	CNNModel	CHEMBL233	adam	0.0001	30	128	0	0.8	0	1	0.87	0.75	0.87	0.91	0.83	555	54	578	113	0.21	0.94	0.94	0.94	0.94
convnetTop5Run_3062.out	CNNModel	CHEMBL3501	RMSprop	0.001	30	32	0	0.6	0	1	0.92	0.87	0.93	0.91	0.94	79	8	104	5	0.62	0.99	0.99	0.96	0.94
convnetTop5Run_1675.out	CNNModel	CHEMBL3650	RMSprop	0.0005	30	32	0	0.8	0	1	0.85	0.74	0.87	0.89	0.82	144	18	196	32	0.72	0.92	0.93	0.92	0.93
convnetTop5Run_371.out	CNNModel	CHEMBL239	RMSprop	0.0005	30	128	0	0.6	0	1	0.86	0.68	0.84	0.88	0.84	213	28	153	41	0.97	0.94	0.95	0.91	0.93
convnetTop5Run_1113.out	CNNModel	CHEMBL6140	adam	0.0005	15	128	0	0.8	0	1	0.95	0.86	0.94	0.93	0.98	171	13	78	4	0.52	0.98	0.99	0.99	0.99
convnetTop5Run_588.out	CNNModel	CHEMBL4956	adam	0.001	30	128	0	0.6	0	1	0.88	0.82	0.93	0.88	0.88	7	1	19	1	0.74	0.95	0.97	0.87	0.9
convnetTop5Run_1932.out	CNNModel	CHEMBL1944	adam	0.0005	30	256	0	0.6	0	1	0.68	0.35	0.66	0.58	0.81	22	16	18	5	0.66	0.73	0.79	0.75	0.71
convnetTop5Run_1926.out	CNNModel	CHEMBL245	adam	0.0005	30	128	0	0.6	0	1	0.84	0.67	0.83	0.78	0.9	225	62	195	24	0.12	0.92	0.93	0.92	0.93
convnetTop5Run_2591.out	CNNModel	CHEMBL1945	RMSprop	0.001	30	128	0	0.6	0	1	0.0	0.0	0.54	0.0	0.0	0	0	183	159	1.0	0.5	0.45	0.5	0.46
convnetTop5Run_73.out	CNNModel	CHEMBL340	adam	0.001	15	128	0	0.6	0	1	0.83	0.67	0.83	0.82	0.84	41	9	44	8	0.11	0.94	0.94	0.91	0.92
convnetTop5Run_2220.out	CNNModel	CHEMBL2061	adam	0.0005	15	32	0	0.8	0	1	0.87	0.74	0.87	0.9	0.84	61	7	67	12	0.43	0.98	0.97	0.96	0.96
convnetTop5Run_1729.out	CNNModel	CHEMBL6136	adam	0.001	30	256	0	0.6	0	1	0.0	0.0	0.47	0.0	0.0	0	0	57	64	1.0	0.5	0.46	0.5	0.53
convnetTop5Run_239.out	CNNModel	CHEMBL5401	adam	0.001	30	256	0	0.6	0	1	0.98	0.95	0.97	1.0	0.95	20	0	17	1	0.25	1.0	1.0	1.0	1.0
convnetTop5Run_1073.out	CNNModel	CHEMBL4018	adam	0.0005	15	128	0	0.8	0	1	0.92	0.85	0.92	0.98	0.87	46	1	49	7	0.75	0.98	0.99	0.98	0.98
convnetTop5Run_577.out	CNNModel	CHEMBL2331	adam	0.0005	30	256	0	0.6	0	1	0.71	0.43	0.7	0.83	0.62	15	3	13	9	0.81	0.84	0.9	0.68	0.77
convnetTop5Run_211.out	CNNModel	CHEMBL4482	adam	0.001	15	32	0	0.6	0	1	0.62	0.53	0.75	0.93	0.47	14	1	38	16	1.0	0.9	0.91	0.8	0.82
convnetTop5Run_1715.out	CNNModel	CHEMBL2373	adam	0.0005	15	128	0	0.8	0	1	0.89	0.76	0.88	0.86	0.92	56	9	47	5	0.87	0.93	0.93	0.92	0.92
convnetTop5Run_2208.out	CNNModel	CHEMBL3192	adam	0.0005	15	256	0	0.8	0	1	0.68	0.27	0.64	0.72	0.65	46	18	30	25	0.5	0.68	0.77	0.67	0.75
convnetTop5Run_3116.out	CNNModel	CHEMBL4296	adam	0.001	30	32	0	0.6	0	1	0.89	0.67	0.85	0.84	0.94	130	24	52	8	0.82	0.93	0.93	0.89	0.92
convnetTop5Run_205.out	CNNModel	CHEMBL4618	adam	0.0005	15	256	0	0.8	0	1	0.92	0.8	0.9	0.9	0.93	92	10	65	7	0.14	0.97	0.96	0.95	0.95
convnetTop5Run_1067.out	CNNModel	CHEMBL5747	adam	0.001	15	128	0	0.6	0	1	0.69	0.44	0.71	0.81	0.59	22	5	26	15	0.58	0.9	0.89	0.83	0.82
convnetTop5Run_563.out	CNNModel	CHEMBL2049	adam	0.0005	15	128	0	0.6	0	1	0.86	0.74	0.87	0.93	0.8	97	7	106	24	0.43	0.93	0.95	0.94	0.95
convnetTop5Run_952.out	CNNModel	CHEMBL1075293	adam	0.0005	30	32	0	0.6	0	1	0.65	0.3	0.63	0.79	0.56	15	4	12	12	0.73	0.62	0.74	0.72	0.85
convnetTop5Run_2793.out	CNNModel	CHEMBL5888	RMSprop	0.0005	30	32	0	0.6	0	1	0.98	0.94	0.97	0.98	0.97	118	2	93	4	0.93	0.99	0.99	0.98	0.99
convnetTop5Run_2963.out	CNNModel	CHEMBL3594	adam	0.0005	15	32	0	0.8	0	1	0.8	0.38	0.72	0.72	0.9	157	60	44	17	0.27	0.81	0.87	0.8	0.87
convnetTop5Run_2977.out	CNNModel	CHEMBL2034	adam	0.001	15	128	0	0.8	0	1	0.89	0.73	0.87	0.87	0.92	202	31	116	17	0.77	0.93	0.94	0.93	0.95
convnetTop5Run_2744.out	CNNModel	CHEMBL2326	adam	0.0005	30	128	0	0.8	0	1	0.77	0.46	0.73	0.77	0.76	79	23	54	25	0.15	0.81	0.84	0.8	0.84
convnetTop5Run_991.out	CNNModel	CHEMBL3942	adam	0.001	15	32	0	0.8	0	1	0.79	0.58	0.79	0.75	0.84	21	7	20	4	0.52	0.85	0.84	0.83	0.8
convnetTop5Run_1259.out	CNNModel	CHEMBL2996	adam	0.0005	15	256	0	0.8	0	1	0.81	0.69	0.84	0.91	0.73	74	7	111	28	0.68	0.94	0.94	0.94	0.92
convnetTop5Run_2750.out	CNNModel	CHEMBL5028	adam	0.001	15	128	0	0.6	0	1	0.0	0.0	0.5	0.0	0.0	0	0	26	26	1.0	0.65	0.72	0.85	0.88
convnetTop5Run_2988.out	CNNModel	CHEMBL3055	adam	0.001	30	256	0	0.8	0	1	0.0	0.0	0.45	0.0	0.0	0	0	22	27	1.0	0.66	0.66	0.63	0.75
convnetTop5Run_2036.out	CNNModel	CHEMBL5932	adam	0.0005	30	256	0	0.6	0	1	0.62	0.45	0.69	0.88	0.48	14	2	24	15	0.85	0.86	0.86	0.79	0.83
convnetTop5Run_3300.out	CNNModel	CHEMBL2470	adam	0.001	15	128	0	0.8	0	1	0.88	0.74	0.87	0.86	0.9	69	11	58	8	0.75	0.97	0.98	0.95	0.95
convnetTop5Run_1517.out	CNNModel	CHEMBL2391	adam	0.0005	30	256	0	0.8	0	1	0.0	0.0	0.49	0.0	0.0	0	0	20	21	1.0	0.73	0.75	0.71	0.77
convnetTop5Run_1271.out	CNNModel	CHEMBL3476	adam	0.001	30	256	0	0.6	0	1	0.0	0.0	0.41	0.0	0.0	0	0	38	55	1.0	0.5	0.52	0.5	0.59
convnetTop5Run_2778.out	CNNModel	CHEMBL4282	RMSprop	0.0005	30	128	0	0.6	0	1	0.0	0.0	0.51	0.0	0.0	0	0	417	400	1.0	0.5	0.49	0.5	0.49
convnetTop5Run_3466.out	CNNModel	CHEMBL2413	adam	0.0005	15	32	0	0.8	0	1	0.88	0.78	0.89	0.95	0.82	99	5	112	22	0.99	0.95	0.96	0.95	0.96
convnetTop5Run_1503.out	CNNModel	CHEMBL4361	adam	0.001	30	32	0	0.8	0	1	0.76	0.5	0.73	0.91	0.66	73	7	49	38	1.0	0.85	0.9	0.83	0.9
convnetTop5Run_2051.out	CNNModel	CHEMBL1293194	adam	0.001	15	32	0	0.8	0	1	0.86	0.71	0.85	0.97	0.78	32	1	23	9	0.92	0.95	0.97	0.93	0.96
convnetTop5Run_1558.out	CNNModel	CHEMBL1878	adam	0.001	30	128	0	0.8	0	1	0.89	0.78	0.89	0.91	0.87	40	4	40	6	0.91	0.98	0.98	0.94	0.96
convnetTop5Run_2045.out	CNNModel	CHEMBL2107	adam	0.0001	5	256	0	0.8	0	1	0.34	0.27	0.64	0.8	0.22	8	2	47	29	0.56	0.83	0.84	0.8	0.77
convnetTop5Run_3415.out	CNNModel	CHEMBL6184	adam	0.001	30	32	0	0.8	0	1	0.71	0.55	0.77	0.86	0.61	25	4	41	16	0.87	0.85	0.9	0.79	0.82
convnetTop5Run_1202.out	CNNModel	CHEMBL3974	RMSprop	0.001	30	32	0	0.8	0	1	0.9	0.83	0.92	0.89	0.91	90	11	126	9	0.55	0.97	0.97	0.97	0.96
convnetTop5Run_706.out	CNNModel	CHEMBL2835	adam	0.0005	15	128	0	0.6	0	1	0.85	0.71	0.86	0.86	0.85	273	44	287	50	0.77	0.94	0.95	0.93	0.93
convnetTop5Run_1564.out	CNNModel	CHEMBL4625	adam	0.001	30	256	0	0.8	0	1	0.9	0.74	0.88	0.92	0.88	59	5	33	8	0.37	0.94	0.95	0.95	0.98
convnetTop5Run_2079.out	CNNModel	CHEMBL204	RMSprop	0.0005	30	128	0	0.8	0	1	0.84	0.54	0.79	0.83	0.85	382	81	170	66	0.03	0.82	0.86	0.83	0.87
convnetTop5Run_1216.out	CNNModel	CHEMBL2527	adam	0.0005	15	256	0	0.6	0	1	0.59	0.47	0.71	0.92	0.43	22	2	54	29	0.95	0.84	0.88	0.86	0.87
convnetTop5Run_712.out	CNNModel	CHEMBL4561	adam	0.001	30	32	0	0.6	0	1	0.0	0.0	0.53	0.0	0.0	0	0	202	177	1.0	0.5	0.48	0.5	0.47
convnetTop5Run_3401.out	CNNModel	CHEMBL3729	adam	0.0005	30	32	0	0.8	0	1	0.62	0.38	0.7	0.66	0.58	29	15	56	21	0.18	0.77	0.74	0.74	0.74
convnetTop5Run_2910.out	CNNModel	CHEMBL1913	RMSprop	0.001	30	128	0	0.8	0	1	0.74	0.6	0.79	0.91	0.62	96	10	161	59	0.99	0.89	0.89	0.9	0.89
convnetTop5Run_2904.out	CNNModel	CHEMBL2889	adam	0.001	15	32	0	0.6	0	1	0.0	0.0	0.43	0.0	0.0	0	0	19	25	1.0	0.6	0.7	0.61	0.75
convnetTop5Run_909.out	CNNModel	CHEMBL3116	adam	0.0005	15	128	0	0.8	0	1	0.89	0.79	0.89	0.85	0.93	76	13	80	6	0.94	0.95	0.96	0.96	0.96
convnetTop5Run_1982.out	CNNModel	CHEMBL4462	adam	0.0005	30	256	0	0.8	0	1	0.8	0.65	0.82	0.9	0.72	43	5	57	17	0.17	0.82	0.86	0.85	0.87
convnetTop5Run_2253.out	CNNModel	CHEMBL4641	adam	0.001	30	256	0	0.6	0	1	0.85	0.68	0.84	0.85	0.85	39	7	35	7	0.56	0.95	0.96	0.93	0.94
convnetTop5Run_2535.out	CNNModel	CHEMBL2056	adam	0.0005	15	256	0	0.8	0	1	0.82	0.67	0.83	0.87	0.78	138	21	165	39	0.36	0.89	0.9	0.9	0.91
convnetTop5Run_3159.out	CNNModel	CHEMBL3638342	RMSprop	0.001	30	128	0	0.8	0	1	0.99	0.98	0.99	1.0	0.98	45	0	55	1	1.0	0.99	0.99	1.0	1.0
convnetTop5Run_2247.out	CNNModel	CHEMBL268	adam	0.0005	30	256	0	0.8	0	1	0.73	0.35	0.68	0.75	0.71	60	20	37	25	0.99	0.71	0.76	0.73	0.8
convnetTop5Run_1766.out	CNNModel	CHEMBL230	RMSprop	0.0005	30	32	0	0.6	0	1	0.8	0.57	0.78	0.83	0.78	256	53	202	73	0.68	0.84	0.86	0.85	0.88
convnetTop5Run_262.out	CNNModel	CHEMBL283	RMSprop	0.001	30	32	0	0.6	0	1	0.86	0.65	0.83	0.82	0.9	161	36	99	17	0.38	0.87	0.89	0.89	0.89
convnetTop5Run_2509.out	CNNModel	CHEMBL313	RMSprop	0.0005	30	128	0	0.8	0	1	0.76	0.58	0.78	0.88	0.67	84	11	96	41	0.95	0.84	0.88	0.88	0.88
convnetTop5Run_510.out	CNNModel	CHEMBL2842	adam	0.0005	15	256	0	0.6	0	1	0.91	0.78	0.89	0.87	0.96	77	12	48	3	0.3	0.94	0.95	0.96	0.97
convnetTop5Run_1772.out	CNNModel	CHEMBL5314	adam	0.001	30	256	0	0.6	0	1	0.86	0.76	0.88	0.89	0.84	31	4	43	6	0.97	0.91	0.94	0.93	0.92
convnetTop5Run_276.out	CNNModel	CHEMBL4128	adam	0.0005	30	128	0	0.8	0	1	0.88	0.76	0.88	0.92	0.85	106	9	101	19	0.31	0.93	0.94	0.93	0.95
convnetTop5Run_3165.out	CNNModel	CHEMBL301	adam	0.001	15	128	0	0.8	0	1	0.0	0.0	0.5	0.0	0.0	0	0	243	247	1.0	0.5	0.49	0.5	0.5
convnetTop5Run_2290.out	CNNModel	CHEMBL3072	adam	0.0005	30	128	0	0.6	0	1	0.82	0.63	0.81	0.88	0.77	53	7	46	16	0.41	0.94	0.94	0.9	0.93
convnetTop5Run_1941.out	CNNModel	CHEMBL4630	adam	0.0001	15	128	0	0.6	0	1	0.85	0.73	0.86	0.91	0.81	265	26	303	64	0.36	0.91	0.91	0.93	0.94
convnetTop5Run_1955.out	CNNModel	CHEMBL3768	adam	0.001	15	128	0	0.8	0	1	0.96	0.89	0.95	0.94	0.98	58	4	31	1	0.4	0.89	0.93	0.95	0.95
convnetTop5Run_2284.out	CNNModel	CHEMBL1906	adam	0.0005	15	128	0	0.6	0	1	0.88	0.75	0.88	0.91	0.86	107	10	91	18	0.43	0.91	0.92	0.94	0.96
convnetTop5Run_14.out	CNNModel	CHEMBL3836	adam	0.0005	30	128	0	0.8	0	1	0.63	0.31	0.65	0.69	0.57	27	12	33	20	0.5	0.84	0.87	0.73	0.79
convnetTop5Run_1969.out	CNNModel	CHEMBL4051	adam	0.0005	15	256	0	0.8	0	1	0.76	0.46	0.71	0.65	0.91	31	17	18	3	0.3	0.78	0.79	0.79	0.77
convnetTop5Run_2327.out	CNNModel	CHEMBL3464	adam	0.0005	30	32	0	0.6	0	1	0.66	0.53	0.73	0.93	0.51	28	2	51	27	0.99	0.78	0.83	0.82	0.85
convnetTop5Run_3005.out	CNNModel	CHEMBL2274	adam	0.001	30	256	0	0.8	0	1	0.98	0.95	0.97	0.96	1.0	45	2	29	0	0.14	0.98	0.99	0.99	0.99
convnetTop5Run_316.out	CNNModel	CHEMBL3864	adam	0.0005	30	256	0	0.6	0	1	0.56	0.29	0.66	0.61	0.52	14	9	29	13	0.76	0.89	0.89	0.77	0.71
convnetTop5Run_1612.out	CNNModel	CHEMBL2599	adam	0.0005	30	256	0	0.8	0	1	0.9	0.81	0.9	0.93	0.87	377	28	377	54	0.91	0.95	0.96	0.95	0.96
convnetTop5Run_2469.out	CNNModel	CHEMBL2854	adam	0.0005	15	32	0	0.8	0	1	0.85	0.7	0.85	0.8	0.92	97	25	83	8	0.07	0.94	0.95	0.95	0.95
convnetTop5Run_464.out	CNNModel	CHEMBL1860	adam	0.0005	30	256	0	0.8	0	1	0.85	0.73	0.87	0.81	0.9	44	10	53	5	0.15	0.97	0.97	0.91	0.92
convnetTop5Run_302.out	CNNModel	CHEMBL6154	adam	0.0005	30	32	0	0.6	0	1	0.83	0.61	0.81	0.87	0.8	47	7	33	12	0.62	0.93	0.92	0.89	0.93
convnetTop5Run_3011.out	CNNModel	CHEMBL235	adam	0.001	30	128	0	0.8	0	1	0.89	0.71	0.86	0.86	0.92	258	43	143	22	0.3	0.92	0.93	0.92	0.94
convnetTop5Run_1835.out	CNNModel	CHEMBL2716	adam	0.0001	15	256	0	0.6	0	1	0.0	0.0	0.31	0.0	0.0	0	0	13	29	1.0	0.68	0.7	0.7	0.85
convnetTop5Run_2482.out	CNNModel	CHEMBL1980	adam	0.001	30	256	0	0.6	0	1	0.0	0.0	0.47	0.0	0.0	0	0	56	62	1.0	0.5	0.52	0.5	0.53
convnetTop5Run_2496.out	CNNModel	CHEMBL2949	adam	0.0005	30	32	0	0.6	0	1	0.47	0.34	0.67	0.8	0.33	20	5	73	41	0.94	0.72	0.68	0.72	0.69
convnetTop5Run_1809.out	CNNModel	CHEMBL3976	adam	0.0005	30	128	0	0.8	0	1	0.78	0.58	0.78	0.88	0.7	77	11	78	33	0.95	0.83	0.87	0.87	0.9
convnetTop5Run_896.out	CNNModel	CHEMBL4657	adam	0.0001	30	256	0	0.8	0	1	0.71	0.48	0.74	0.76	0.67	69	22	91	34	0.67	0.82	0.83	0.8	0.8
convnetTop5Run_2643.out	CNNModel	CHEMBL6115	adam	0.0005	15	256	0	0.6	0	1	0.96	0.9	0.95	1.0	0.92	54	0	37	5	0.56	0.96	0.97	0.97	0.99
convnetTop5Run_2125.out	CNNModel	CHEMBL3231	RMSprop	0.0005	30	128	0	0.6	0	1	0.84	0.74	0.87	0.91	0.78	67	7	112	19	0.72	0.86	0.87	0.92	0.91
convnetTop5Run_1438.out	CNNModel	CHEMBL4158	adam	0.0005	15	32	0	0.8	0	1	0.83	0.55	0.79	0.81	0.85	35	8	18	6	0.83	0.85	0.86	0.86	0.9
convnetTop5Run_2131.out	CNNModel	CHEMBL4080	adam	0.0005	15	128	0	0.8	0	1	0.84	0.65	0.82	0.82	0.85	23	5	19	4	0.87	0.92	0.95	0.9	0.94
convnetTop5Run_2657.out	CNNModel	CHEMBL3286	adam	0.0005	15	128	0	0.6	0	1	0.0	0.0	0.5	0.0	0.0	0	0	155	152	1.0	0.64	0.69	0.64	0.66
convnetTop5Run_882.out	CNNModel	CHEMBL232	adam	0.001	30	32	0	0.6	0	1	0.89	0.77	0.88	0.88	0.89	216	29	198	26	0.02	0.93	0.94	0.93	0.94
convnetTop5Run_1410.out	CNNModel	CHEMBL3403	adam	0.001	30	128	0	0.6	0	1	0.0	0.0	0.46	0.0	0.0	0	0	24	28	1.0	0.5	0.52	0.5	0.54
convnetTop5Run_3207.out	CNNModel	CHEMBL4616	adam	0.0005	15	32	0	0.8	0	1	0.86	0.72	0.86	0.8	0.94	147	36	126	10	0.36	0.93	0.91	0.94	0.94
convnetTop5Run_3213.out	CNNModel	CHEMBL3230	adam	0.0005	15	128	0	0.6	0	1	0.89	0.86	0.95	1.0	0.8	12	0	40	3	0.8	0.98	0.98	0.96	0.95
convnetTop5Run_666.out	CNNModel	CHEMBL3778	adam	0.0005	30	32	0	0.6	0	1	0.79	0.69	0.85	0.89	0.71	42	5	82	17	0.68	0.89	0.92	0.9	0.87
convnetTop5Run_1362.out	CNNModel	CHEMBL5080	adam	0.001	30	256	0	0.8	0	1	0.88	0.72	0.86	0.87	0.89	54	8	40	7	0.69	0.95	0.98	0.94	0.96
convnetTop5Run_2680.out	CNNModel	CHEMBL4336	adam	0.001	30	32	0	0.6	0	1	0.89	0.78	0.89	0.88	0.91	42	6	38	4	0.74	0.93	0.91	0.96	0.97
convnetTop5Run_1389.out	CNNModel	CHEMBL5508	adam	0.0001	30	256	0	0.6	0	1	0.57	0.35	0.66	0.77	0.45	80	24	152	97	0.8	0.73	0.72	0.78	0.75
convnetTop5Run_2694.out	CNNModel	CHEMBL2851	adam	0.001	15	32	0	0.8	0	1	0.0	0.0	0.52	0.0	0.0	0	0	79	73	1.0	0.49	0.48	0.47	0.48
convnetTop5Run_869.out	CNNModel	CHEMBL3508	adam	0.0005	30	128	0	0.8	0	1	0.92	0.84	0.92	0.95	0.88	38	2	43	5	0.28	0.98	0.98	0.98	0.98
convnetTop5Run_2864.out	CNNModel	CHEMBL1790	adam	0.0005	15	128	0	0.8	0	1	0.88	0.8	0.9	0.89	0.87	66	8	98	10	0.75	0.94	0.94	0.96	0.95
